payment_request_id,external_id,old_state,new_state,old_validation_status,new_validation_status,ledger_amount,business_fact
6718,legacy_outflow_sc_8e497a1e65c549b5b69e753805b596d9,approved,done,no,validated,2145.0000,historical_paid_by_downstream_business_fact
6719,legacy_outflow_sc_8e518d715786447ca667020a7407e209,approved,done,no,validated,17491.8000,historical_paid_by_downstream_business_fact
6720,legacy_outflow_sc_8e5c9728716643c288542e7dc293ed5d,approved,done,no,validated,500000.0000,historical_paid_by_downstream_business_fact
6721,legacy_outflow_sc_8e63a89befec4fadb2160cf7b031d78c,approved,done,no,validated,720000.0000,historical_paid_by_downstream_business_fact
6722,legacy_outflow_sc_8e65418d1247416c8817139eed0f4930,approved,done,no,validated,32126.1600,historical_paid_by_downstream_business_fact
6723,legacy_outflow_sc_8e66a5baa4454a5798f0b0b388effcce,approved,done,no,validated,15000.0000,historical_paid_by_downstream_business_fact
6724,legacy_outflow_sc_8e75c34881364cb39c405eaa8c98546e,approved,done,no,validated,80000.0000,historical_paid_by_downstream_business_fact
6725,legacy_outflow_sc_8e75eb19c7e646a8b47c296fec8c840c,approved,done,no,validated,1261428.0000,historical_paid_by_downstream_business_fact
6726,legacy_outflow_sc_8e75f94f9d3f49f5bf411ed5ebd374e7,approved,done,no,validated,32680.0000,historical_paid_by_downstream_business_fact
6727,legacy_outflow_sc_8e78ad8e82574a4d85f5940a1b18fb9d,approved,done,no,validated,10260.0000,historical_paid_by_downstream_business_fact
6728,legacy_outflow_sc_8e7c64a1c4d0413da6531efe4953781f,approved,done,no,validated,105439.0000,historical_paid_by_downstream_business_fact
6729,legacy_outflow_sc_8e7ca8474aa94a84aaf5ea618c763048,approved,done,no,validated,14705.0000,historical_paid_by_downstream_business_fact
6730,legacy_outflow_sc_8e8377b1184e438eb10e62ec818576c6,approved,done,no,validated,133705.0000,historical_paid_by_downstream_business_fact
6731,legacy_outflow_sc_8e850f27a03e4e55a3403907842068ac,approved,done,no,validated,35000.0000,historical_paid_by_downstream_business_fact
6732,legacy_outflow_sc_8e9052d1409f4684913a639380ea322d,approved,done,no,validated,400000.0000,historical_paid_by_downstream_business_fact
6733,legacy_outflow_sc_8e92d18a693a45f7b4ca62b4c2b451d6,approved,done,no,validated,84300.0000,historical_paid_by_downstream_business_fact
6734,legacy_outflow_sc_8ea21a3d3aa0425abc93d9a6bc622729,approved,done,no,validated,390692.5000,historical_paid_by_downstream_business_fact
6735,legacy_outflow_sc_8ea4f49a762e4d7b9d2d77c2b4befc38,approved,done,no,validated,48625.0000,historical_paid_by_downstream_business_fact
6736,legacy_outflow_sc_8ea59075d72d4a4f91abb28e44340f89,approved,done,no,validated,2.0000,historical_paid_by_downstream_business_fact
6737,legacy_outflow_sc_8ea8c9136bbd4566a72427bb05af597b,approved,done,no,validated,73000.0000,historical_paid_by_downstream_business_fact
6738,legacy_outflow_sc_8eaaa80283854b7c8f950bb966bfbbe5,approved,done,no,validated,127760.2800,historical_paid_by_downstream_business_fact
6739,legacy_outflow_sc_8eb329e179374f4cbfd6404048b27254,approved,done,no,validated,40000.0000,historical_paid_by_downstream_business_fact
6740,legacy_outflow_sc_8ebafb4afa7f4dc1a164642b29327e14,approved,done,no,validated,69700.0000,historical_paid_by_downstream_business_fact
6741,legacy_outflow_sc_8ebc96878a864a1c8fde269bb210a9ed,approved,done,no,validated,110000.0000,historical_paid_by_downstream_business_fact
6742,legacy_outflow_sc_8ec3c53df5974e48b5d49e7b0b39d7d3,approved,done,no,validated,153206.0000,historical_paid_by_downstream_business_fact
6743,legacy_outflow_sc_8ec3ca6218e54d5e9f2ec135d9e0fc60,approved,done,no,validated,50002.0000,historical_paid_by_downstream_business_fact
6744,legacy_outflow_sc_8ed06dcd8ffe4010886b48caaf28b17d,approved,done,no,validated,36780.0000,historical_paid_by_downstream_business_fact
6745,legacy_outflow_sc_8ed0f5641c8c40dcb833ec992cf6646b,approved,done,no,validated,10698.6500,historical_paid_by_downstream_business_fact
6746,legacy_outflow_sc_8ed125b960ca401991f14880840fa3eb,approved,done,no,validated,98951.0000,historical_paid_by_downstream_business_fact
6747,legacy_outflow_sc_8edcf31e719640e8a2a5fd38ac9abe4e,approved,done,no,validated,70000.0000,historical_paid_by_downstream_business_fact
6748,legacy_outflow_sc_8ee35a8141f141f4a3251b98fa77033e,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
6749,legacy_outflow_sc_8ee36f86576f43839d611eab03f62316,approved,done,no,validated,30420.0000,historical_paid_by_downstream_business_fact
6750,legacy_outflow_sc_8eebcb89300449a2b8e5e486d69baf0a,approved,done,no,validated,42488.8500,historical_paid_by_downstream_business_fact
6751,legacy_outflow_sc_8ef1298fe92d48baad25d1e43062d66a,approved,done,no,validated,18000.0000,historical_paid_by_downstream_business_fact
6752,legacy_outflow_sc_8efd9383f2e84736a3c8fa9f3a54a695,approved,done,no,validated,18849.0000,historical_paid_by_downstream_business_fact
6753,legacy_outflow_sc_8f019753812843848671679a3859c53b,approved,done,no,validated,27000.0000,historical_paid_by_downstream_business_fact
6754,legacy_outflow_sc_8f12758aa59c429b942d64a098a84db5,approved,done,no,validated,200000.0000,historical_paid_by_downstream_business_fact
6755,legacy_outflow_sc_8f12ebadd7344fa6b25d9f829909d3b5,approved,done,no,validated,36740.0000,historical_paid_by_downstream_business_fact
6756,legacy_outflow_sc_8f144858ae5440d7a6a3c1b416e627c0,approved,done,no,validated,824000.0000,historical_paid_by_downstream_business_fact
6757,legacy_outflow_sc_8f2bd7f1f2194b81b9e0ec75d54f0b27,approved,done,no,validated,9110.0000,historical_paid_by_downstream_business_fact
6758,legacy_outflow_sc_8f2fdfa766034e30aef364a142de4bc4,approved,done,no,validated,125800.0000,historical_paid_by_downstream_business_fact
6759,legacy_outflow_sc_8f382c9dd45b447eb2a83975bb414735,approved,done,no,validated,80000.0000,historical_paid_by_downstream_business_fact
6760,legacy_outflow_sc_8f39078c28914650bf949123fab32435,approved,done,no,validated,332376.0000,historical_paid_by_downstream_business_fact
6761,legacy_outflow_sc_8f3aafb41ac84c00ad103568d2aba1e0,approved,done,no,validated,101585.3300,historical_paid_by_downstream_business_fact
6762,legacy_outflow_sc_8f502aedaaf34e4182d3f2c691d1fc33,approved,done,no,validated,60960.0000,historical_paid_by_downstream_business_fact
6763,legacy_outflow_sc_8f64bbdda35a4912a6d3f50362684ba0,approved,done,no,validated,650000.0000,historical_paid_by_downstream_business_fact
6764,legacy_outflow_sc_8f65bd5f8de24722a585b7667c9c9161,approved,done,no,validated,2002767.6100,historical_paid_by_downstream_business_fact
6765,legacy_outflow_sc_8f65c6139ddb4414a1b0330ad209f00e,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
6766,legacy_outflow_sc_8f6d5b379a124da18ed19dc4d72fe5ac,approved,done,no,validated,84000.0000,historical_paid_by_downstream_business_fact
6767,legacy_outflow_sc_8f76aacf48aa410d8a78feb140f52944,approved,done,no,validated,30000.0000,historical_paid_by_downstream_business_fact
6768,legacy_outflow_sc_8f7d97882ce54b1fafa91879e107512e,approved,done,no,validated,95500.0000,historical_paid_by_downstream_business_fact
6769,legacy_outflow_sc_8f86b04c97a84d788f98a7a029c1fa38,approved,done,no,validated,48141.8800,historical_paid_by_downstream_business_fact
6770,legacy_outflow_sc_8f87caeabe234c059c39d2f9fcd6e8b3,approved,done,no,validated,330000.0000,historical_paid_by_downstream_business_fact
6771,legacy_outflow_sc_8f88f6abcd144009958c6f75db2519c1,approved,done,no,validated,12000.0000,historical_paid_by_downstream_business_fact
6772,legacy_outflow_sc_8f8c2e9a5e8f463ea37a908703173e58,approved,done,no,validated,10000.0000,historical_paid_by_downstream_business_fact
6773,legacy_outflow_sc_8f8d37dfbfa94b68a1956c1fc5094d1b,approved,done,no,validated,50000.0000,historical_paid_by_downstream_business_fact
6774,legacy_outflow_sc_8f926b20bc18492fa458bcbb5a4fc602,approved,done,no,validated,44330.0000,historical_paid_by_downstream_business_fact
6775,legacy_outflow_sc_8f97779f0b4d49d19184001bdbfe8413,approved,done,no,validated,127200.0000,historical_paid_by_downstream_business_fact
6776,legacy_outflow_sc_8f9839a28da04c7393b2c8579f700c61,approved,done,no,validated,100500.0000,historical_paid_by_downstream_business_fact
6777,legacy_outflow_sc_8f984dfe6fd24290aee212c4efd07f34,approved,done,no,validated,51455.4300,historical_paid_by_downstream_business_fact
6778,legacy_outflow_sc_8f990dff3a364b3fbacac369b57e7711,approved,done,no,validated,4500.0000,historical_paid_by_downstream_business_fact
6779,legacy_outflow_sc_8f9ccd3a178048d782869bec1d25acab,approved,done,no,validated,21122.0000,historical_paid_by_downstream_business_fact
6780,legacy_outflow_sc_8fa5701f82f24c6cbc9a04b11e842e5b,approved,done,no,validated,42815.5000,historical_paid_by_downstream_business_fact
6781,legacy_outflow_sc_8fa59ab4b6414b4a93c7aaa3474e77de,approved,done,no,validated,17400.0000,historical_paid_by_downstream_business_fact
6782,legacy_outflow_sc_8faa1ba6ef024899aec7326852c8ec82,approved,done,no,validated,27890.0000,historical_paid_by_downstream_business_fact
6783,legacy_outflow_sc_8fac9b78e7ab426cbf92fd666d1cba98,approved,done,no,validated,80000.0000,historical_paid_by_downstream_business_fact
6784,legacy_outflow_sc_8fb2122f65544ea38dfb2d0fb8df88f0,approved,done,no,validated,30000.0000,historical_paid_by_downstream_business_fact
6785,legacy_outflow_sc_8fb87e4115d0451b9a4138bda32c72cb,approved,done,no,validated,3674.0000,historical_paid_by_downstream_business_fact
6786,legacy_outflow_sc_8fc6d46a36724e4bb07bf70fbe652a39,approved,done,no,validated,80000.0000,historical_paid_by_downstream_business_fact
6787,legacy_outflow_sc_8fc6d70cbd974f7ea34e9f8ceab3069f,approved,done,no,validated,1106300.0000,historical_paid_by_downstream_business_fact
6788,legacy_outflow_sc_8fccb491218141d18d31dfd3490c8fb0,approved,done,no,validated,407240.7700,historical_paid_by_downstream_business_fact
6789,legacy_outflow_sc_8fd6677be83f4df09db9b28b0c780d8a,approved,done,no,validated,52664.0000,historical_paid_by_downstream_business_fact
6790,legacy_outflow_sc_8fd86371954e43e2af36c0829f9247c6,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
6791,legacy_outflow_sc_8fdfd2051dcd4dfc9ff7b91d0a299fe7,approved,done,no,validated,8300.0000,historical_paid_by_downstream_business_fact
6792,legacy_outflow_sc_8fe1530dda9549318d3ba3972aa31cb5,approved,done,no,validated,14422.4500,historical_paid_by_downstream_business_fact
6793,legacy_outflow_sc_8fe3d7a6961d4d91ad9faa317ca33348,approved,done,no,validated,6500.0000,historical_paid_by_downstream_business_fact
6794,legacy_outflow_sc_8fe5c272f50a4be2bcdafab242828fcc,approved,done,no,validated,2000000.0000,historical_paid_by_downstream_business_fact
6795,legacy_outflow_sc_8fe97bd2818f46f3948f194bbf9851b8,approved,done,no,validated,30000.0000,historical_paid_by_downstream_business_fact
6796,legacy_outflow_sc_8fe9be179a654dc1b7c541c438f559b4,approved,done,no,validated,130400.0000,historical_paid_by_downstream_business_fact
6797,legacy_outflow_sc_8ff23d4dccc8483c97e21d962ae6f637,approved,done,no,validated,33901.0000,historical_paid_by_downstream_business_fact
6798,legacy_outflow_sc_8ff2c79c9f6743258a119a6d0a192426,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
6799,legacy_outflow_sc_8ff8f08bef80494695900a19494568c1,approved,done,no,validated,87000.0000,historical_paid_by_downstream_business_fact
6800,legacy_outflow_sc_90032382ff8747918e5114a894e5344b,approved,done,no,validated,28754.2100,historical_paid_by_downstream_business_fact
6801,legacy_outflow_sc_90038390beae4719ac3857169a5ac94f,approved,done,no,validated,93270.0000,historical_paid_by_downstream_business_fact
6802,legacy_outflow_sc_900a57b5699e497b80803463896e975f,approved,done,no,validated,23355.0000,historical_paid_by_downstream_business_fact
6803,legacy_outflow_sc_900ff12f6f2647de9fdaed6e2f88b946,approved,done,no,validated,50000.0000,historical_paid_by_downstream_business_fact
6804,legacy_outflow_sc_9017fc53154a4a26b77d3107873abd86,approved,done,no,validated,80000.0000,historical_paid_by_downstream_business_fact
6805,legacy_outflow_sc_901ad1d7b2b24e5c901427a21c198213,approved,done,no,validated,4685.0000,historical_paid_by_downstream_business_fact
6806,legacy_outflow_sc_901bda4f89bf4e4089be4ead2fb61394,approved,done,no,validated,70000.0000,historical_paid_by_downstream_business_fact
6807,legacy_outflow_sc_901e86ed713843509ecfee2a70f0c3c9,approved,done,no,validated,11171.0000,historical_paid_by_downstream_business_fact
6808,legacy_outflow_sc_9020c2a30674402e92cffc71d51502b7,approved,done,no,validated,88500.0000,historical_paid_by_downstream_business_fact
6809,legacy_outflow_sc_9021c3b940334ccf8424bc923ae780e8,approved,done,no,validated,21000.0000,historical_paid_by_downstream_business_fact
6810,legacy_outflow_sc_9029e26027ea4b78b66a565d3ecc62e1,approved,done,no,validated,4257.0000,historical_paid_by_downstream_business_fact
6811,legacy_outflow_sc_9036776be4c5479ebc60bed343634849,approved,done,no,validated,58680.0000,historical_paid_by_downstream_business_fact
6812,legacy_outflow_sc_90413e45784a4058a4f870306da4b4b0,approved,done,no,validated,300000.0000,historical_paid_by_downstream_business_fact
6813,legacy_outflow_sc_9047008e84704fc29175b466c6e7c580,approved,done,no,validated,30000.0000,historical_paid_by_downstream_business_fact
6814,legacy_outflow_sc_906030a360884dddaca767b9e3625856,approved,done,no,validated,4845.5800,historical_paid_by_downstream_business_fact
6815,legacy_outflow_sc_9065cd388a1d48a69ad7e59d6d2c04ea,approved,done,no,validated,138000.0000,historical_paid_by_downstream_business_fact
6816,legacy_outflow_sc_906aad4f86c94063b75131462e223a5e,approved,done,no,validated,11482.8800,historical_paid_by_downstream_business_fact
6817,legacy_outflow_sc_906b69f4c2284f359a7c2c433ee44efc,approved,done,no,validated,112096.0000,historical_paid_by_downstream_business_fact
6818,legacy_outflow_sc_906cf9ba4f3a451f85c5905da1196b4a,approved,done,no,validated,38250.0000,historical_paid_by_downstream_business_fact
6819,legacy_outflow_sc_906d1de5c2e94f9b94fb876bb0c97c1a,approved,done,no,validated,20904.0000,historical_paid_by_downstream_business_fact
6820,legacy_outflow_sc_907bd3dd4aaf429ca76bc4b47c57a68c,approved,done,no,validated,48755.0000,historical_paid_by_downstream_business_fact
6821,legacy_outflow_sc_907f3342b1e3474eaae5f46cf14ba245,approved,done,no,validated,126387.0900,historical_paid_by_downstream_business_fact
6822,legacy_outflow_sc_9084cd745b6c443e933352113e706561,approved,done,no,validated,90000.0000,historical_paid_by_downstream_business_fact
6823,legacy_outflow_sc_9084fa32c379429e90b9b1e21acd87d0,approved,done,no,validated,15000.0000,historical_paid_by_downstream_business_fact
6824,legacy_outflow_sc_908608e30cd04aac8ac18ee3d26b3af7,approved,done,no,validated,5040.0000,historical_paid_by_downstream_business_fact
6825,legacy_outflow_sc_9091a674ac484ae78673eb4824924955,approved,done,no,validated,7397.0000,historical_paid_by_downstream_business_fact
6826,legacy_outflow_sc_9098165466664f7fa8535c207a57b54b,approved,done,no,validated,85497.0000,historical_paid_by_downstream_business_fact
6827,legacy_outflow_sc_909f633c56c6458e869e82befd265546,approved,done,no,validated,730000.0000,historical_paid_by_downstream_business_fact
6828,legacy_outflow_sc_90ade14436164d75bb25345216cc5597,approved,done,no,validated,43268.0000,historical_paid_by_downstream_business_fact
6830,legacy_outflow_sc_90b888c12a094957b7e200f52f4c7ba4,approved,done,no,validated,80938.9200,historical_paid_by_downstream_business_fact
6831,legacy_outflow_sc_90c00ab2ac704fe18ee4c7ef189dfe47,approved,done,no,validated,28000.0000,historical_paid_by_downstream_business_fact
6832,legacy_outflow_sc_90cc15a66f1e43a99eb71d4eaeb38da9,approved,done,no,validated,67452.0800,historical_paid_by_downstream_business_fact
6833,legacy_outflow_sc_90ce6f0a57ab4574a139804ad9453811,approved,done,no,validated,44628.0000,historical_paid_by_downstream_business_fact
6834,legacy_outflow_sc_90d1e7d12d1e4286a6560821720f6a9a,approved,done,no,validated,35000.0000,historical_paid_by_downstream_business_fact
6835,legacy_outflow_sc_90dde92298a541d593d3ec6a2d57bf0b,approved,done,no,validated,377300.0000,historical_paid_by_downstream_business_fact
6836,legacy_outflow_sc_90de3a4805bf45018b1f67f75e296078,approved,done,no,validated,190676.0000,historical_paid_by_downstream_business_fact
6837,legacy_outflow_sc_90e1b76cd3bf4b5e85841686894d7ea1,approved,done,no,validated,2280.0000,historical_paid_by_downstream_business_fact
6838,legacy_outflow_sc_90e784102f514a42a357cbfb1cce2d37,approved,done,no,validated,14800.0000,historical_paid_by_downstream_business_fact
6839,legacy_outflow_sc_90ea89f9a6294aaa90e1fcb843c21d43,approved,done,no,validated,184920.0000,historical_paid_by_downstream_business_fact
6840,legacy_outflow_sc_90f0e25d6459413faef7cc5e94cc2f48,approved,done,no,validated,31067.0000,historical_paid_by_downstream_business_fact
6841,legacy_outflow_sc_90f58d0f395e4d409ce6ef6560403ee0,approved,done,no,validated,15000.0000,historical_paid_by_downstream_business_fact
6842,legacy_outflow_sc_90ffa0ec405143a0a8fbbe9afba642ad,approved,done,no,validated,5000.0000,historical_paid_by_downstream_business_fact
6843,legacy_outflow_sc_9101cd752f574f058f7988b6692f487d,approved,done,no,validated,323601.0000,historical_paid_by_downstream_business_fact
6844,legacy_outflow_sc_9106228cbbf94d4ba881373731b5a121,approved,done,no,validated,10000.0000,historical_paid_by_downstream_business_fact
6845,legacy_outflow_sc_9106563c726442cf8c5454eb154a8942,approved,done,no,validated,33520.0000,historical_paid_by_downstream_business_fact
6846,legacy_outflow_sc_910808a8828b421fa9b72668fc3ee263,approved,done,no,validated,271063.3900,historical_paid_by_downstream_business_fact
6847,legacy_outflow_sc_910c5ce8fd5a43588870109017def695,approved,done,no,validated,3700.0000,historical_paid_by_downstream_business_fact
6848,legacy_outflow_sc_910dbecb2da74ee7a3348ec967cb49e5,approved,done,no,validated,1083068.0000,historical_paid_by_downstream_business_fact
6849,legacy_outflow_sc_91110fb5255043aea50024f4191e5dda,approved,done,no,validated,122580.3700,historical_paid_by_downstream_business_fact
6850,legacy_outflow_sc_9115590b53d645f9abd1220ea197dd2c,approved,done,no,validated,200070.0000,historical_paid_by_downstream_business_fact
6851,legacy_outflow_sc_911a9124bd814d82a3109477d9220c82,approved,done,no,validated,2720.0000,historical_paid_by_downstream_business_fact
6852,legacy_outflow_sc_911daf54cfbf43128f378f026215f443,approved,done,no,validated,25894.0000,historical_paid_by_downstream_business_fact
6853,legacy_outflow_sc_911dbd6920a84fe4b39063a155d80d7e,approved,done,no,validated,330163.7200,historical_paid_by_downstream_business_fact
6854,legacy_outflow_sc_9121654f7bae44f88ba18bc0f1a22779,approved,done,no,validated,116900.0000,historical_paid_by_downstream_business_fact
6855,legacy_outflow_sc_9128626c266e458eb5dca83b90e9856e,approved,done,no,validated,45000.0000,historical_paid_by_downstream_business_fact
6856,legacy_outflow_sc_9130a8e71dfc4ea1a4783e05f04fcf67,approved,done,no,validated,104220.0000,historical_paid_by_downstream_business_fact
6857,legacy_outflow_sc_9138ba90c8de4710a57f999ab4fa1ccb,approved,done,no,validated,251398.3600,historical_paid_by_downstream_business_fact
6858,legacy_outflow_sc_913d31ffc9ac4de68fdfbbe931b33db3,approved,done,no,validated,197200.0000,historical_paid_by_downstream_business_fact
6859,legacy_outflow_sc_9143c783606d4b69b32b9296f18d954c,approved,done,no,validated,50000.0000,historical_paid_by_downstream_business_fact
6860,legacy_outflow_sc_91474e260d7048e48f5992c3ded39b43,approved,done,no,validated,448154.7000,historical_paid_by_downstream_business_fact
6861,legacy_outflow_sc_914dd4defb644cca901810f7d7839655,approved,done,no,validated,55000.0000,historical_paid_by_downstream_business_fact
6862,legacy_outflow_sc_917191bd1a0947f7be27de4ea806b466,approved,done,no,validated,132300.0000,historical_paid_by_downstream_business_fact
6863,legacy_outflow_sc_9175b17e91db4918994f4a3aa82a4c57,approved,done,no,validated,294000.0000,historical_paid_by_downstream_business_fact
6864,legacy_outflow_sc_91795d53470b439b893ffb31512d5440,approved,done,no,validated,2000.0000,historical_paid_by_downstream_business_fact
6865,legacy_outflow_sc_91797029da5f4ffdbfceb6faa9339816,approved,done,no,validated,30378.7500,historical_paid_by_downstream_business_fact
6866,legacy_outflow_sc_917c490e7dc44c79b1a9231c75f22c4a,approved,done,no,validated,58110.0000,historical_paid_by_downstream_business_fact
6867,legacy_outflow_sc_917f3019a842413cab8e87a3cc4bde38,approved,done,no,validated,206115.2200,historical_paid_by_downstream_business_fact
6868,legacy_outflow_sc_91891608ced44e098ac317f73c1de019,approved,done,no,validated,18316.0000,historical_paid_by_downstream_business_fact
6869,legacy_outflow_sc_918c72155daa4f379a50fd4aec545d6b,approved,done,no,validated,60000.0000,historical_paid_by_downstream_business_fact
6870,legacy_outflow_sc_918e9f1640e640c4a2a9bf90c55a2f5b,approved,done,no,validated,200000.0000,historical_paid_by_downstream_business_fact
6871,legacy_outflow_sc_91932bffe85749c798d98fa31a8f440b,approved,done,no,validated,300000.0000,historical_paid_by_downstream_business_fact
6872,legacy_outflow_sc_9194c24da5504a95b04a01179958a023,approved,done,no,validated,300000.0000,historical_paid_by_downstream_business_fact
6873,legacy_outflow_sc_919bdecbb4934e07a396152fb588bbbc,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
6874,legacy_outflow_sc_91a0277cac5b4a3496ea644473faf679,approved,done,no,validated,420860.0000,historical_paid_by_downstream_business_fact
6875,legacy_outflow_sc_91a1479fa2dd44d38a3a77d89ce6cbad,approved,done,no,validated,2000.0000,historical_paid_by_downstream_business_fact
6876,legacy_outflow_sc_91a154b211d64d63b0a73b8176dc2036,approved,done,no,validated,1300.0000,historical_paid_by_downstream_business_fact
6877,legacy_outflow_sc_91a5a3870b6646f7bfda5fb6fd6130e5,approved,done,no,validated,177060.0000,historical_paid_by_downstream_business_fact
6878,legacy_outflow_sc_91aaf37251444b79b3e888e131cedf10,approved,done,no,validated,73500.0000,historical_paid_by_downstream_business_fact
6879,legacy_outflow_sc_91ada86ce7ba4b38b7357d42f4dbfa43,approved,done,no,validated,9558.8000,historical_paid_by_downstream_business_fact
6880,legacy_outflow_sc_91afc20603da4ad4906fc3342012bbfe,approved,done,no,validated,58952.0000,historical_paid_by_downstream_business_fact
6881,legacy_outflow_sc_91b422faf96a408aa55dde27452aff93,approved,done,no,validated,5750.0000,historical_paid_by_downstream_business_fact
6882,legacy_outflow_sc_91b7b348e5ed4ccba76eb39a5e7a9b65,approved,done,no,validated,356.1700,historical_paid_by_downstream_business_fact
6883,legacy_outflow_sc_91be97b89e024d52a9dfa9aaccbc5b21,approved,done,no,validated,43500.0000,historical_paid_by_downstream_business_fact
6884,legacy_outflow_sc_91c42df2ac714772bcadd6dc656d4c12,approved,done,no,validated,189300.0000,historical_paid_by_downstream_business_fact
6885,legacy_outflow_sc_91c481fc36654f02adbc0252d1e7ff4b,approved,done,no,validated,359000.0000,historical_paid_by_downstream_business_fact
6886,legacy_outflow_sc_91c79045ee3c4553bf36f18831eed1d8,approved,done,no,validated,272835.4100,historical_paid_by_downstream_business_fact
6887,legacy_outflow_sc_91c8ed3ec2f646a19528404bb2a24802,approved,done,no,validated,22993.1400,historical_paid_by_downstream_business_fact
6888,legacy_outflow_sc_91d833101164405180d96fc3e0fd50f7,approved,done,no,validated,87587.0000,historical_paid_by_downstream_business_fact
6889,legacy_outflow_sc_91d9d6950d2549b9add78415744c4023,approved,done,no,validated,5000.0000,historical_paid_by_downstream_business_fact
6890,legacy_outflow_sc_91e264f5a8b746ed80e50668e110e9e3,approved,done,no,validated,10200.0000,historical_paid_by_downstream_business_fact
6891,legacy_outflow_sc_91e26c68768b4201929b8f2b49e0ecdd,approved,done,no,validated,396727.0000,historical_paid_by_downstream_business_fact
6892,legacy_outflow_sc_91e31863a306423996b2af7f8f504b2e,approved,done,no,validated,312095.0000,historical_paid_by_downstream_business_fact
6893,legacy_outflow_sc_91ed2e984a7344a49b1cc9fa2060c51f,approved,done,no,validated,7865.0000,historical_paid_by_downstream_business_fact
6894,legacy_outflow_sc_91f3ebf6650e4599beb21c0940d6f863,approved,done,no,validated,40000.0000,historical_paid_by_downstream_business_fact
6895,legacy_outflow_sc_91f54e3a776545f482c2a79c7c8902dd,approved,done,no,validated,49880.0000,historical_paid_by_downstream_business_fact
6896,legacy_outflow_sc_91f933e81b8a44a5a56785e58a5a244d,approved,done,no,validated,275881.0000,historical_paid_by_downstream_business_fact
6897,legacy_outflow_sc_91fa5ee1eaf04b61986aa5a7a56098d5,approved,done,no,validated,50000.0000,historical_paid_by_downstream_business_fact
6898,legacy_outflow_sc_91fdf36f62a54e3abd8bf4345d0e30c6,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
6899,legacy_outflow_sc_9201dcfb097943f59d41231cb06a19c5,approved,done,no,validated,285800.0000,historical_paid_by_downstream_business_fact
6900,legacy_outflow_sc_92037a99edb44e608993cc58dae7aa4a,approved,done,no,validated,22420.0000,historical_paid_by_downstream_business_fact
6901,legacy_outflow_sc_9203b401fc91416ba9c0e48babd9704a,approved,done,no,validated,80000.0000,historical_paid_by_downstream_business_fact
6902,legacy_outflow_sc_92143f0adc794885b4b8faaed3c78044,approved,done,no,validated,87654.3700,historical_paid_by_downstream_business_fact
6903,legacy_outflow_sc_9217e88aa64f4fe4a5f37cc2cd122936,approved,done,no,validated,92110.0000,historical_paid_by_downstream_business_fact
6904,legacy_outflow_sc_922a41217eff4fa78f6e6c7274c46e1d,approved,done,no,validated,9686702.0100,historical_paid_by_downstream_business_fact
6905,legacy_outflow_sc_922f5f0d10194703a01358039ea7b16f,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
6906,legacy_outflow_sc_9230e659812d4850bab2c7c76b741602,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
6907,legacy_outflow_sc_9234d395160143b98d559193e8e13ea9,approved,done,no,validated,18.0000,historical_paid_by_downstream_business_fact
6908,legacy_outflow_sc_923867a6fa294b4083d19d8edc7d7b4d,approved,done,no,validated,12800.0000,historical_paid_by_downstream_business_fact
6909,legacy_outflow_sc_9239309b6a7945f59e27983b08555063,approved,done,no,validated,22183.3000,historical_paid_by_downstream_business_fact
6910,legacy_outflow_sc_923b7e001c2945bab8e8f1df21114285,approved,done,no,validated,68740.0000,historical_paid_by_downstream_business_fact
6911,legacy_outflow_sc_924abe4c2f2846fa8e79d19de92f8f4e,approved,done,no,validated,53623.4900,historical_paid_by_downstream_business_fact
6912,legacy_outflow_sc_9250a4ac9ad14ec4a94138cc7ddd54c3,approved,done,no,validated,12306.0000,historical_paid_by_downstream_business_fact
6913,legacy_outflow_sc_9267e22daafa4d87b2ec1457b2141b55,approved,done,no,validated,1200000.0000,historical_paid_by_downstream_business_fact
6914,legacy_outflow_sc_926adb2bf7ab46008c24aac5616e4cde,approved,done,no,validated,12614.0000,historical_paid_by_downstream_business_fact
6915,legacy_outflow_sc_926b579b135a47519bd972eea561d444,approved,done,no,validated,200000.0000,historical_paid_by_downstream_business_fact
6916,legacy_outflow_sc_926d21c3b7524378b42d383ca2b4f88f,approved,done,no,validated,40000.0000,historical_paid_by_downstream_business_fact
6917,legacy_outflow_sc_9271f2e79e9443a0b026428149320611,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
6918,legacy_outflow_sc_927776d0390c492ea5238cd3074a95dd,approved,done,no,validated,743600.0000,historical_paid_by_downstream_business_fact
6919,legacy_outflow_sc_927895dd81b645e3b81eed167232f052,approved,done,no,validated,37972.5000,historical_paid_by_downstream_business_fact
6920,legacy_outflow_sc_927f6018fb4143e18b58889b1f032219,approved,done,no,validated,180.0000,historical_paid_by_downstream_business_fact
