legacy_record_id                                                                                                                                                                                                                                                	DJBH                                                                                                                                                                                                                                                            	DJZT                                                                                                                                                                                                                                                            	DJRQ                                                                                                                                                                                                                                                            	XM                                                                                                                                                                                                                                                              	RYLX                                                                                                                                                                                                                                                            	SFZHM                                                                                                                                                                                                                                                           	LXFS                                                                                                                                                                                                                                                            	ZSFY                                                                                                                                                                                                                                                            	SBJS                                                                                                                                                                                                                                                            	ZS                                                                                                                                                                                                                                                              	XMMC                                                                                                                                                                                                                                                            	RYZT                                                                                                                                                                                                                                                            	BZ                                                                                                                                                                                                                                                              	LRR                                                                                                                                                                                                                                                             	LRSJ                                                                                                                                                                                                                                                            
d932057b869d41a985f35c533ed5c25d                                                                                                                                                                                                                                	SBRY-20260120-001                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2026-01-20T00:00:00                                                                                                                                                                                                                                             	郑淼                                                                                                                                                                                                                                                              	个人挂靠                                                                                                                                                                                                                                                            	510184199007222663                                                                                                                                                                                                                                              	13628107997                                                                                                                                                                                                                                                     	                                                                                                                                                                                                                                                                	1612.6800                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	新疆分公司为了投标，通过中介签的八大员                                                                                                                                                                                                                                             	陈天友                                                                                                                                                                                                                                                             	2026-01-20T10:21:49                                                                                                                                                                                                                                             
db16c243ffa74f8788dd78a8474d8adc                                                                                                                                                                                                                                	SBRY-20240123-003                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-23T00:00:00                                                                                                                                                                                                                                             	李香兰                                                                                                                                                                                                                                                             	个人挂靠                                                                                                                                                                                                                                                            	510623197708162224                                                                                                                                                                                                                                              	13320863696                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1478.4600                                                                                                                                                                                                                                                       	四川翔驰恒瑞商贸有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	禁用                                                                                                                                                                                                                                                              	未签手续                                                                                                                                                                                                                                                            	徐丹                                                                                                                                                                                                                                                              	2024-01-23T10:21:47                                                                                                                                                                                                                                             
dd22fd06985a443bb9f3898031b910e8                                                                                                                                                                                                                                	SBRY-20241014-001                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-10-14T00:00:00                                                                                                                                                                                                                                             	林沿辛                                                                                                                                                                                                                                                             	员工                                                                                                                                                                                                                                                              	510603199903267826                                                                                                                                                                                                                                              	18283837860                                                                                                                                                                                                                                                     	                                                                                                                                                                                                                                                                	1642.5000                                                                                                                                                                                                                                                       	四川迈投建筑工程有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2024-10-14T09:33:04                                                                                                                                                                                                                                             
e037585f045e4d20854e6cbe4e48f241                                                                                                                                                                                                                                	SBRY-20240123-004                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-23T00:00:00                                                                                                                                                                                                                                             	李孝云                                                                                                                                                                                                                                                             	个人挂靠                                                                                                                                                                                                                                                            	510623197810202210                                                                                                                                                                                                                                              	18280531888                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1509.0300                                                                                                                                                                                                                                                       	四川迈投建筑工程有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	禁用                                                                                                                                                                                                                                                              	未签手续，2024年2月减出，不产生费用                                                                                                                                                                                                                                            	徐丹                                                                                                                                                                                                                                                              	2024-01-23T10:34:25                                                                                                                                                                                                                                             
e50579fd8b734a3c86b8e451f85516f8                                                                                                                                                                                                                                	SBRY-20240118-010                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-18T00:00:00                                                                                                                                                                                                                                             	李泽永                                                                                                                                                                                                                                                             	个人挂靠                                                                                                                                                                                                                                                            	510722197404202556                                                                                                                                                                                                                                              	18123297542                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1105.6600                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	未办手续，移动项目人员                                                                                                                                                                                                                                                     	徐丹                                                                                                                                                                                                                                                              	2024-01-18T15:45:50                                                                                                                                                                                                                                             
e66d747beb4e42109820df07c3d0b01b                                                                                                                                                                                                                                	SBRY-20240116-025                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-16T00:00:00                                                                                                                                                                                                                                             	杨美英                                                                                                                                                                                                                                                             	证书挂靠                                                                                                                                                                                                                                                            	510602197706035940                                                                                                                                                                                                                                              	13881016030                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1486.9500                                                                                                                                                                                                                                                       	安全员                                                                                                                                                                                                                                                             	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	未签聘用合同                                                                                                                                                                                                                                                          	徐丹                                                                                                                                                                                                                                                              	2024-01-16T14:52:34                                                                                                                                                                                                                                             
e75a9d9b23474900b873a4f14c425cbd                                                                                                                                                                                                                                	SBRY-20251016-002                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2025-10-16T00:00:00                                                                                                                                                                                                                                             	世旺补缴                                                                                                                                                                                                                                                            	员工                                                                                                                                                                                                                                                              	1                                                                                                                                                                                                                                                               	1                                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	77.6400                                                                                                                                                                                                                                                         	四川世旺鑫润商贸有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2025-10-16T11:18:17                                                                                                                                                                                                                                             
e7bb7de9c13b4c0598317342b6b32c0c                                                                                                                                                                                                                                	SBRY-20240116-034                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-16T00:00:00                                                                                                                                                                                                                                             	段奕俊                                                                                                                                                                                                                                                             	员工                                                                                                                                                                                                                                                              	510603199206051333                                                                                                                                                                                                                                              	13628105924                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1644.7900                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司成都分公司                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	徐丹                                                                                                                                                                                                                                                              	2024-01-16T16:00:00                                                                                                                                                                                                                                             
e98abdf6f0e94eb08d9dba501b2a60b0                                                                                                                                                                                                                                	SBRY-20241012-002                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2025-04-08T00:00:00                                                                                                                                                                                                                                             	退回崔能3月份社保费用（含大病医疗33.83）                                                                                                                                                                                                                                         	员工                                                                                                                                                                                                                                                              	111                                                                                                                                                                                                                                                             	111                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	-1617.1900                                                                                                                                                                                                                                                      	四川保盛建设集团有限公司成都分公司                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2024-10-12T16:18:51                                                                                                                                                                                                                                             
eaf0691d34454da7bbddb51f04424d04                                                                                                                                                                                                                                	SBRY-20240118-006                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-18T00:00:00                                                                                                                                                                                                                                             	王东                                                                                                                                                                                                                                                              	个人挂靠                                                                                                                                                                                                                                                            	510602197702280973                                                                                                                                                                                                                                              	13508019611                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1612.6800                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	未签手续                                                                                                                                                                                                                                                            	徐丹                                                                                                                                                                                                                                                              	2024-01-18T15:36:36                                                                                                                                                                                                                                             
eca67c46f59d41fc8935e89495b661ab                                                                                                                                                                                                                                	SBRY-20240116-001                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-16T00:00:00                                                                                                                                                                                                                                             	胡俊                                                                                                                                                                                                                                                              	员工                                                                                                                                                                                                                                                              	51118119771112391X                                                                                                                                                                                                                                              	13698182176                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	2098.4600                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	徐丹                                                                                                                                                                                                                                                              	2024-01-16T11:07:26                                                                                                                                                                                                                                             
